filename,L(m),W(m),xFeed(m),yFeed(m),Gmax_dBi,S11_dB,InputResistance_ohm,InputReactance_ohm
ant_0735.png,2.67E-02,3.48E-02,-8.13E-03,4.96E-04,5.5365,-17.447,54.3542,13.4282
ant_0736.png,2.66E-02,3.53E-02,-1.98E-03,8.49E-04,4.4052,-0.8508,8.1658,76.1344
ant_0737.png,2.76E-02,3.93E-02,1.04E-02,8.60E-04,5.5937,-14.7138,41.3055,14.6013
ant_0738.png,3.07E-02,3.45E-02,-1.00E-02,-1.03E-03,5.3863,-3.4826,14.7423,33.9772
ant_0739.png,3.05E-02,3.62E-02,2.36E-03,-7.10E-04,1.4147,-0.3821,4.0826,82.2803
ant_0740.png,2.76E-02,3.36E-02,1.20E-02,-1.32E-03,5.5243,-17.8241,48.4918,-12.6679
ant_0741.png,2.93E-02,3.62E-02,-4.34E-03,4.95E-05,4.5792,-1.0676,8.7031,67.3853
ant_0742.png,3.06E-02,3.46E-02,-9.43E-03,6.16E-04,5.3699,-3.1227,13.9493,36.7585
ant_0743.png,2.65E-02,3.85E-02,-4.23E-03,-1.96E-04,5.2805,-3.0139,24.5627,65.2477
ant_0744.png,2.61E-02,3.52E-02,-3.71E-03,-4.33E-04,5.3066,-3.2203,26.8299,65.9188
ant_0745.png,2.99E-02,3.66E-02,-3.53E-03,9.52E-04,3.6911,-0.6484,6.0405,74.6368
ant_0746.png,2.76E-02,3.96E-02,-8.48E-03,2.82E-04,5.5407,-8.4741,35.4951,31.0716
ant_0747.png,2.85E-02,3.50E-02,5.58E-03,-9.96E-04,5.2399,-2.486,15.5241,53.2003
ant_0748.png,2.97E-02,3.65E-02,-1.19E-02,-1.42E-03,5.4793,-6.7128,22.1909,20.7132
ant_0749.png,2.64E-02,3.79E-02,-1.13E-02,-3.78E-04,5.5925,-13.7163,71.0415,-13.7073
ant_0750.png,2.61E-02,3.59E-02,-4.32E-03,4.99E-04,5.3853,-4.2564,33.5771,61.3548
ant_0751.png,2.85E-02,3.58E-02,1.14E-02,-5.27E-04,5.5477,-11.6732,31.1971,10.0934
ant_0752.png,2.76E-02,3.61E-02,1.16E-02,1.08E-03,5.5662,-22.6611,43.9941,-3.4448
ant_0753.png,2.63E-02,3.83E-02,4.43E-03,-3.87E-04,5.3417,-3.5616,28.2097,62.97
ant_0754.png,3.00E-02,3.47E-02,1.16E-02,-5.38E-04,5.4755,-5.683,19.2237,21.8256
ant_0755.png,2.74E-02,4.03E-02,8.57E-03,-9.93E-04,5.5499,-8.6674,37.3121,31.8242
ant_0756.png,3.00E-02,3.99E-02,2.01E-03,-5.79E-04,0.181,-0.3793,4.712,90.9707
ant_0757.png,2.73E-02,3.50E-02,-4.11E-03,7.00E-04,5.2012,-2.352,17.3436,61.3184
ant_0758.png,2.85E-02,3.64E-02,2.36E-03,-2.60E-04,3.1657,-0.5508,5.5224,78.6751
ant_0759.png,3.07E-02,3.39E-02,-1.15E-02,1.11E-04,5.4338,-4.4988,16.3721,25.8971
ant_0760.png,3.05E-02,3.50E-02,1.59E-03,-1.35E-03,0.2589,-0.2932,3.1771,83.1011
ant_0761.png,2.75E-02,4.07E-02,9.19E-03,-1.18E-03,5.5587,-9.2352,37.3172,29.1501
ant_0762.png,2.97E-02,3.69E-02,-1.01E-02,-1.64E-04,5.4661,-4.9615,19.5781,30.1511
ant_0763.png,3.12E-02,3.42E-02,6.14E-03,-9.33E-05,4.7682,-1.0904,7.8097,60.7694
ant_0764.png,2.75E-02,3.45E-02,-2.02E-03,-1.08E-03,3.8308,-0.6181,5.9063,76.0207
ant_0765.png,3.03E-02,4.07E-02,-5.49E-03,3.79E-04,4.2226,-1.0027,9.5569,75.6571
ant_0766.png,2.95E-02,3.38E-02,2.02E-03,-6.05E-04,2.1117,-0.3654,3.7045,79.3565
ant_0767.png,2.88E-02,3.74E-02,-9.97E-03,-2.56E-04,5.5253,-7.4654,26.0066,23.6699
ant_0768.png,3.11E-02,3.39E-02,1.28E-02,-5.17E-04,5.4163,-4.2311,15.1984,25.1402
ant_0769.png,3.07E-02,3.42E-02,6.67E-03,5.05E-04,5.0262,-1.5071,9.6136,54.8059
ant_0770.png,2.77E-02,3.62E-02,8.69E-03,-1.45E-03,5.5392,-11.088,34.6256,18.6594
ant_0771.png,2.75E-02,3.39E-02,1.13E-02,9.01E-05,5.5352,-20.5093,47.5942,-8.9234
ant_0772.png,3.02E-02,3.77E-02,-9.09E-03,-7.53E-04,5.3416,-3.1474,15.7464,42.2631
ant_0773.png,2.76E-02,4.07E-02,-3.98E-03,2.19E-04,4.7115,-1.4248,13.9374,76.6703
ant_0774.png,3.12E-02,3.45E-02,-1.39E-02,4.04E-04,5.3984,-4.3191,15.7092,25.8576
ant_0775.png,2.67E-02,3.41E-02,8.10E-03,1.07E-04,5.5274,-17.1793,58.7602,12.3551
ant_0776.png,3.00E-02,3.79E-02,-1.26E-02,9.00E-04,5.4756,-5.4733,20.018,26.1878
ant_0777.png,3.12E-02,3.56E-02,-1.23E-02,-4.93E-06,5.4063,-3.7427,15.0419,31.2736
ant_0778.png,3.09E-02,4.06E-02,-1.09E-02,2.69E-04,5.2628,-2.8181,15.7806,47.7936
ant_0779.png,2.64E-02,3.57E-02,2.88E-03,-9.70E-04,5.03,-1.7226,15.4387,71.7514
ant_0780.png,2.68E-02,3.73E-02,8.65E-03,1.03E-03,5.5715,-17.0375,51.3571,14.3332
ant_0781.png,3.01E-02,3.55E-02,-2.30E-03,-4.92E-04,1.8524,-0.3768,4.0274,82.3055
ant_0782.png,2.74E-02,4.04E-02,9.69E-03,-1.40E-03,5.5759,-11.2661,39.8089,23.2167
ant_0783.png,2.71E-02,3.89E-02,8.88E-03,-2.37E-04,5.5815,-13.1321,44.8572,20.7847
ant_0784.png,2.88E-02,3.74E-02,-1.62E-03,-1.41E-03,1.2269,-0.3774,4.0682,82.7744
ant_0785.png,2.83E-02,3.76E-02,8.61E-03,-9.96E-04,5.5134,-6.8468,27.0805,29.7628
ant_0786.png,2.91E-02,3.80E-02,8.95E-03,-3.52E-04,5.4587,-4.6582,20.5876,35.7239
ant_0787.png,2.81E-02,3.59E-02,-9.58E-03,-4.34E-04,5.5429,-11.173,33.02,16.0446
ant_0788.png,3.08E-02,3.56E-02,-1.32E-02,-6.91E-04,5.4303,-4.5626,16.7623,26.426
ant_0789.png,3.01E-02,3.74E-02,3.80E-03,1.25E-03,3.6972,-0.6701,6.3281,75.3585
ant_0790.png,3.06E-02,3.45E-02,6.70E-03,-1.27E-03,5.0295,-1.5635,9.9182,54.506
ant_0791.png,2.86E-02,4.02E-02,-9.76E-03,-9.61E-04,5.5004,-6.4049,27.3664,33.3438
ant_0792.png,2.80E-02,3.79E-02,4.60E-03,-1.20E-03,5.0473,-1.8803,14.4834,63.9135
ant_0793.png,2.98E-02,3.83E-02,-1.28E-02,3.04E-04,5.4984,-6.0919,21.7275,24.8573
ant_0794.png,2.72E-02,3.37E-02,1.14E-02,9.17E-04,5.5311,-16.9055,56.6452,-13.8444
ant_0795.png,2.71E-02,3.81E-02,-2.65E-03,6.15E-04,4.4307,-1.0178,9.9824,77.1918
ant_0796.png,3.09E-02,3.91E-02,-1.16E-02,-7.97E-04,5.3449,-3.3835,16.1385,39.8748
ant_0797.png,2.75E-02,4.07E-02,-4.05E-03,-2.15E-04,4.8079,-1.5592,14.9725,75.5371
ant_0798.png,2.67E-02,3.63E-02,1.11E-02,1.17E-04,5.574,-16.033,64.0075,-11.4489
ant_0799.png,3.02E-02,3.88E-02,-2.09E-03,-7.86E-04,0.4523,-0.3721,4.3772,87.7735
ant_0800.png,2.69E-02,3.52E-02,-6.19E-03,-5.71E-04,5.4826,-7.492,37.2888,38.1458
ant_0801.png,2.81E-02,3.57E-02,-9.84E-03,3.35E-04,5.5428,-11.6483,33.0253,14.0341
ant_0802.png,2.78E-02,3.62E-02,-5.94E-03,-1.22E-03,5.3801,-4.0141,21.9204,45.7787
ant_0803.png,3.07E-02,3.56E-02,-1.21E-02,1.31E-03,5.4115,-4.6181,17.7336,28.7995
ant_0804.png,3.02E-02,3.90E-02,9.10E-03,-1.58E-04,5.3051,-2.7639,14.8499,45.8558
ant_0805.png,2.94E-02,3.91E-02,8.95E-03,2.11E-04,5.3977,-3.7155,18.6173,42.0466
ant_0806.png,2.64E-02,3.54E-02,4.03E-03,-1.22E-03,5.3272,-3.4331,26.0684,61.2849
ant_0807.png,3.11E-02,3.54E-02,-3.12E-03,7.89E-05,2.4613,-0.4149,4.2768,80.2643
ant_0808.png,2.79E-02,3.89E-02,-9.38E-03,1.11E-03,5.5547,-9.9176,34.5523,23.3574
ant_0809.png,2.98E-02,3.50E-02,3.40E-03,5.17E-04,3.7797,-0.6096,5.701,74.8611
ant_0810.png,2.93E-02,3.45E-02,-6.30E-03,-3.41E-05,5.2263,-2.2804,13.6129,51.1704
ant_0811.png,2.84E-02,3.73E-02,2.45E-03,1.22E-03,3.3841,-0.5948,5.9473,78.5051
ant_0812.png,2.91E-02,3.62E-02,1.15E-02,-1.20E-03,5.5204,-8.0906,24.5917,16.0655
ant_0813.png,2.88E-02,3.67E-02,-1.09E-02,-1.16E-03,5.5315,-8.9733,27.0482,16.0571
ant_0814.png,2.60E-02,3.39E-02,-5.10E-03,3.25E-04,5.437,-6.999,50.7912,50.3202
ant_0815.png,3.12E-02,3.83E-02,1.04E-02,1.19E-03,5.2636,-2.6047,13.1331,42.8661
ant_0816.png,3.05E-02,3.79E-02,-1.30E-02,-6.38E-04,5.449,-4.7402,18.2201,28.8396
ant_0817.png,2.93E-02,3.57E-02,8.98E-03,-8.37E-04,5.4557,-4.6776,19.3812,32.6291
ant_0818.png,2.92E-02,3.61E-02,-8.86E-03,1.23E-03,5.4544,-5.1423,20.5383,30.716
ant_0819.png,2.64E-02,3.60E-02,8.85E-03,8.08E-04,5.559,-16.4343,65.7578,7.5869
ant_0820.png,2.87E-02,4.04E-02,-3.54E-03,3.17E-04,3.8535,-0.8231,8.8142,82.168
ant_0821.png,2.62E-02,3.40E-02,-1.56E-03,-3.50E-04,4.2466,-0.7136,7.0261,77.5986
ant_0822.png,2.62E-02,3.88E-02,-8.50E-03,-2.90E-04,5.5815,-14.6746,66.1426,14.3595
ant_0823.png,2.83E-02,3.39E-02,6.79E-03,3.13E-04,5.4081,-4.4914,21.3607,39.1972
ant_0824.png,2.61E-02,3.59E-02,8.20E-03,-5.00E-04,5.5494,-13.1592,72.6197,15.0232
ant_0825.png,2.83E-02,3.78E-02,-1.46E-03,6.57E-05,0.8062,-0.3724,4.192,85.2374
ant_0826.png,2.90E-02,3.52E-02,-1.05E-02,1.28E-03,5.5056,-7.9554,25.0818,18.3159
ant_0827.png,2.90E-02,4.03E-02,-9.63E-03,-7.30E-04,5.4553,-5.0533,23.7708,38.3627
ant_0828.png,2.83E-02,3.82E-02,1.00E-02,-6.10E-04,5.5509,-8.8471,29.6693,21.8288
ant_0829.png,2.81E-02,3.74E-02,-2.42E-03,-1.20E-03,3.6252,-0.6543,6.5372,78.433
ant_0830.png,3.06E-02,3.37E-02,-1.14E-02,-2.58E-05,5.4341,-4.5388,16.4735,25.7493
ant_0831.png,2.74E-02,3.96E-02,-6.25E-03,1.45E-03,5.4068,-4.4089,27.1183,50.5794
ant_0832.png,2.62E-02,3.95E-02,9.28E-03,1.24E-03,5.6024,-14.6003,68.131,12.6759
ant_0833.png,2.81E-02,3.80E-02,-3.01E-03,-7.75E-04,4.1166,-0.8378,8.121,76.6811
ant_0834.png,2.80E-02,3.55E-02,4.66E-03,-8.28E-04,5.1578,-2.1264,15.1832,59.9567
ant_0835.png,3.07E-02,3.90E-02,1.34E-02,-8.82E-04,5.4048,-4.1984,17.7996,33.8831
ant_0836.png,3.05E-02,3.99E-02,3.21E-03,-2.38E-05,2.1862,-0.5003,5.7809,86.6869
ant_0837.png,2.63E-02,3.93E-02,-8.91E-03,-4.18E-04,5.5922,-15.2575,66.3375,11.859
ant_0838.png,3.01E-02,3.38E-02,-1.27E-02,4.24E-04,5.4648,-6.2759,19.6582,17.089
ant_0839.png,2.72E-02,3.81E-02,6.35E-03,-3.55E-04,5.4586,-5.4935,30.3353,44.7133
ant_0840.png,2.62E-02,3.99E-02,1.10E-02,-1.57E-03,5.6174,-12.8007,79.6342,-1.9498
ant_0841.png,3.08E-02,3.66E-02,9.88E-03,1.20E-03,5.345,-3.0049,13.6273,37.5398
ant_0842.png,3.00E-02,3.91E-02,1.20E-02,2.65E-04,5.4651,-4.703,19.25,32.0238
ant_0843.png,2.78E-02,3.87E-02,1.12E-03,1.44E-04,-0.0622,-0.3428,4.0132,87.5123
ant_0844.png,3.08E-02,3.44E-02,1.46E-03,6.52E-04,-0.6965,-0.2622,2.8972,84.2227
ant_0845.png,2.69E-02,3.67E-02,2.71E-03,1.08E-04,4.6775,-1.2045,11.0991,73.7001
ant_0846.png,2.98E-02,4.01E-02,-2.01E-03,8.50E-04,0.3998,-0.3899,4.8412,90.9344
ant_0847.png,2.87E-02,3.91E-02,5.01E-03,-1.54E-03,4.8691,-1.5541,12.5923,66.7398
ant_0848.png,2.98E-02,4.09E-02,-3.35E-03,7.01E-04,2.6715,-0.5879,6.8893,87.4422
ant_0849.png,2.69E-02,4.08E-02,1.29E-03,1.18E-03,1.372,-0.4355,5.345,90.2228
ant_0850.png,2.89E-02,3.91E-02,-1.11E-02,1.08E-05,5.5347,-7.4501,26.8182,25.2797
ant_0851.png,2.63E-02,3.39E-02,4.36E-03,4.70E-04,5.3834,-4.6117,33.3898,57.0439
ant_0852.png,2.96E-02,3.87E-02,1.16E-02,-5.21E-04,5.5007,-5.764,21.7102,27.6933
ant_0853.png,3.09E-02,3.53E-02,-1.25E-02,9.77E-04,5.4173,-4.3935,16.4884,27.5901
ant_0854.png,2.88E-02,4.03E-02,1.24E-02,2.83E-04,5.555,-8.3187,28.9287,23.564
ant_0855.png,2.65E-02,3.62E-02,-2.47E-03,-1.45E-03,4.7547,-1.2651,11.4042,72.4936
ant_0856.png,3.06E-02,3.69E-02,1.05E-02,1.43E-03,5.3748,-3.5104,14.9614,34.3143
ant_0857.png,3.10E-02,3.85E-02,1.08E-02,-6.97E-04,5.3227,-2.8653,13.9041,40.9065
ant_0858.png,2.97E-02,3.93E-02,-2.51E-03,3.90E-04,1.6882,-0.4464,5.165,86.7876
ant_0859.png,2.98E-02,3.97E-02,-2.39E-03,-3.86E-04,1.3746,-0.4352,5.1828,88.4622
ant_0860.png,2.78E-02,3.40E-02,9.89E-03,1.39E-04,5.5329,-17.8033,39.6374,5.128
ant_0861.png,2.70E-02,3.51E-02,1.04E-02,1.32E-03,5.5544,-22.7628,55.8634,-5.0074
ant_0862.png,2.90E-02,3.42E-02,-1.75E-03,4.70E-04,1.7691,-0.3538,3.6719,80.6547
ant_0863.png,2.93E-02,3.63E-02,3.46E-03,-2.91E-04,3.955,-0.7275,6.6411,73.5085
ant_0864.png,2.99E-02,3.57E-02,-1.27E-02,-5.61E-05,5.4898,-6.2628,20.5894,20.2517
ant_0865.png,2.66E-02,3.45E-02,1.48E-03,-2.45E-04,3.7028,-0.5639,5.6431,78.5636
ant_0866.png,2.93E-02,3.99E-02,1.28E-02,1.39E-03,5.5034,-6.9534,25.3351,25.9177
ant_0867.png,2.98E-02,3.54E-02,1.18E-02,7.00E-04,5.4861,-6.0676,20.2734,21.1789
ant_0868.png,2.76E-02,3.73E-02,1.05E-02,-9.80E-04,5.5783,-17.3469,40.2922,7.5492
ant_0869.png,3.07E-02,3.91E-02,-5.08E-03,-1.16E-03,4.0464,-0.8414,7.7661,74.0359
ant_0870.png,2.88E-02,4.07E-02,-1.10E-02,-9.78E-04,5.5117,-6.9956,28.1098,30.396
ant_0871.png,2.68E-02,3.38E-02,-2.31E-03,-9.88E-04,4.6637,-1.0584,9.5642,72.7737
ant_0872.png,3.12E-02,3.73E-02,-1.04E-02,-3.01E-04,5.3232,-2.8077,13.518,40.5442
ant_0873.png,3.08E-02,3.72E-02,9.26E-03,8.25E-04,5.2869,-2.541,12.8336,42.9726
ant_0874.png,2.94E-02,3.74E-02,-1.28E-02,8.90E-04,5.517,-7.6844,24.2615,18.288
ant_0875.png,2.75E-02,3.36E-02,-2.91E-03,-1.30E-03,4.7883,-1.2046,10.1827,69.1786
ant_0876.png,2.68E-02,3.68E-02,1.06E-02,-1.18E-04,5.5823,-20.7066,58.3731,-5.4734
ant_0877.png,2.91E-02,3.77E-02,9.90E-03,3.08E-04,5.5006,-5.7087,22.0124,28.8714
ant_0878.png,2.94E-02,3.58E-02,-2.28E-03,-6.11E-04,2.3527,-0.4152,4.32,80.7843
ant_0879.png,2.68E-02,3.38E-02,9.26E-03,-8.81E-04,5.5292,-19.1545,62.2065,-2.0034
ant_0880.png,2.95E-02,4.00E-02,-9.80E-03,-4.38E-04,5.4176,-4.2387,20.7773,40.7268
ant_0881.png,2.74E-02,3.60E-02,-3.57E-03,-1.36E-03,4.9897,-1.6937,13.4005,65.4177
ant_0882.png,2.93E-02,3.39E-02,5.19E-03,-1.34E-03,5.013,-1.5779,10.8544,58.5061
ant_0883.png,2.75E-02,3.63E-02,-1.51E-03,-3.76E-04,2.4648,-0.4568,4.736,80.5684
ant_0884.png,3.03E-02,3.75E-02,-1.10E-02,-1.48E-03,5.4148,-4.2125,17.0549,31.5783
ant_0885.png,2.69E-02,3.62E-02,-8.66E-03,4.20E-04,5.5574,-21.3729,51.23,8.5864
ant_0886.png,2.75E-02,3.59E-02,3.23E-03,1.11E-03,4.8055,-1.2736,11.0384,70.4295
ant_0887.png,2.80E-02,3.85E-02,6.45E-03,-9.03E-04,5.3573,-3.6031,21.3285,49.7828
ant_0888.png,2.66E-02,3.77E-02,-1.44E-03,-1.36E-03,3.1773,-0.5426,5.6847,81.1092
ant_0889.png,2.95E-02,3.93E-02,9.96E-03,3.40E-04,5.4439,-4.2995,19.5714,37.2633
ant_0890.png,2.61E-02,3.61E-02,-1.01E-02,8.97E-04,5.5528,-11.3042,81.8381,-17.1891
ant_0891.png,2.67E-02,4.08E-02,9.30E-03,-6.40E-04,5.6007,-13.8241,52.669,21.1769
ant_0892.png,2.65E-02,3.74E-02,1.08E-02,-4.98E-04,5.589,-14.771,70.7256,-7.6315
ant_0893.png,2.80E-02,3.46E-02,4.22E-03,-9.40E-04,5.0669,-1.7802,13.2114,62.1413
ant_0894.png,2.66E-02,3.65E-02,8.67E-03,-1.09E-03,5.5636,-18.7447,58.2478,9.4667
ant_0895.png,3.05E-02,3.92E-02,-1.08E-02,1.21E-03,5.3426,-3.5125,16.9423,40.3547
ant_0896.png,3.07E-02,3.72E-02,1.31E-02,8.21E-04,5.4307,-4.4483,16.943,28.3829
ant_0897.png,2.94E-02,3.70E-02,-4.72E-03,-8.95E-04,4.6549,-1.1489,9.2228,66.5445
ant_0898.png,3.05E-02,3.44E-02,1.10E-02,6.54E-04,5.44,-4.3408,16.2312,27.3933
ant_0899.png,2.76E-02,3.38E-02,9.70E-03,1.07E-03,5.5292,-21.0742,42.6597,3.6426
ant_0900.png,2.74E-02,4.09E-02,1.13E-02,1.43E-04,5.6104,-15.5759,45.1127,15.2681
ant_0901.png,2.80E-02,3.96E-02,1.15E-02,9.14E-04,5.5881,-12.4946,36.6675,16.1179
ant_0902.png,2.62E-02,3.97E-02,4.59E-03,5.77E-04,5.3525,-3.7091,31.4151,65.663
ant_0903.png,2.94E-02,3.53E-02,-1.27E-02,-8.21E-04,5.5044,-8.1904,24.1897,14.104
ant_0904.png,2.74E-02,3.93E-02,-4.40E-03,-1.30E-03,5.0872,-2.0867,17.2342,67.1878
ant_0905.png,2.62E-02,3.67E-02,1.10E-02,-7.18E-04,5.5738,-11.6691,80.9086,-15.0661
ant_0906.png,3.07E-02,3.92E-02,-1.31E-02,-5.09E-04,5.4122,-4.0563,17.51,34.8077
ant_0907.png,2.92E-02,3.41E-02,9.53E-03,6.10E-04,5.481,-6.1119,21.5399,24.2167
ant_0908.png,2.95E-02,4.03E-02,-1.11E-02,-1.31E-03,5.4491,-5.2974,23.0625,34.7443
ant_0909.png,2.87E-02,4.06E-02,1.24E-02,-4.14E-04,5.56,-8.7157,30.1648,23.31
ant_0910.png,2.77E-02,3.93E-02,6.41E-03,-4.22E-04,5.3943,-4.1183,25.1027,50.5492
ant_0911.png,2.78E-02,3.87E-02,1.14E-02,-1.25E-03,5.5907,-16.1133,39.9498,9.9714
ant_0912.png,2.89E-02,3.38E-02,1.13E-02,-7.39E-04,5.5094,-10.0769,27.4109,9.328
ant_0913.png,2.97E-02,3.89E-02,1.38E-03,8.41E-04,-0.3698,-0.3212,3.8914,89.5194
ant_0914.png,2.86E-02,3.88E-02,9.92E-03,2.38E-04,5.5239,-6.7658,25.7869,28.098
ant_0915.png,2.94E-02,4.08E-02,-6.04E-03,2.96E-04,4.8287,-1.5802,13.2483,68.461
ant_0916.png,2.62E-02,3.77E-02,-9.70E-03,4.57E-05,5.5811,-14.6376,72.2721,-4.3023
ant_0917.png,2.63E-02,3.98E-02,1.04E-02,3.93E-04,5.6175,-14.4754,72.8451,4.1475
ant_0918.png,3.10E-02,3.48E-02,-1.29E-02,7.31E-04,5.4171,-4.5116,16.481,26.1092
ant_0919.png,2.84E-02,4.03E-02,-5.07E-03,3.98E-05,4.8861,-1.6578,14.3027,69.858
ant_0920.png,2.98E-02,3.43E-02,-2.96E-03,7.80E-05,3.3249,-0.5116,4.965,76.9097
ant_0921.png,2.74E-02,3.97E-02,9.28E-03,-1.26E-03,5.5715,-11.0779,39.1957,23.3804
ant_0922.png,2.95E-02,3.61E-02,1.01E-02,-3.07E-04,5.4866,-5.471,19.9866,26.1267
ant_0923.png,2.80E-02,3.50E-02,1.16E-02,3.96E-05,5.5493,-17.4756,38.2511,1.1235
ant_0924.png,2.70E-02,3.80E-02,3.30E-03,-2.16E-04,4.8635,-1.5039,13.6519,72.6445
ant_0925.png,3.08E-02,3.63E-02,-1.18E-02,-2.54E-04,5.4254,-4.1246,16.0659,29.593
ant_0926.png,3.08E-02,3.39E-02,-1.03E-02,-3.88E-04,5.4023,-3.4534,14.0687,32.0178
ant_0927.png,3.08E-02,3.72E-02,-1.07E-02,1.34E-03,5.3543,-3.4777,15.377,36.1546
ant_0928.png,2.67E-02,3.40E-02,-1.15E-02,4.13E-04,5.532,-12.0042,70.1029,-23.2188
ant_0929.png,2.68E-02,3.87E-02,8.19E-03,1.50E-03,5.5733,-12.6679,49.0706,23.6741
ant_0930.png,2.83E-02,3.61E-02,2.40E-03,2.92E-04,3.5252,-0.5991,5.7551,76.3168
ant_0931.png,2.73E-02,3.84E-02,-6.23E-03,-5.10E-04,5.4406,-4.9607,28.5913,47.1332
ant_0932.png,2.94E-02,3.72E-02,1.04E-02,-6.48E-04,5.4943,-5.6586,21.0263,27.0109
ant_0933.png,2.94E-02,4.04E-02,5.95E-03,-1.21E-03,4.8413,-1.5622,12.6176,66.5699
ant_0934.png,2.68E-02,3.66E-02,1.05E-02,-1.44E-03,5.5755,-20.0924,59.2861,-5.5671
ant_0935.png,2.67E-02,3.92E-02,1.08E-02,1.32E-03,5.6105,-18.8898,62.5907,2.2879
ant_0936.png,2.72E-02,3.73E-02,1.01E-02,1.74E-04,5.5847,-26.3204,48.74,4.6054
ant_0937.png,2.98E-02,3.40E-02,-9.90E-03,1.40E-04,5.4535,-5.0238,18.6253,26.9193
ant_0938.png,2.99E-02,3.66E-02,-9.50E-03,-6.06E-04,5.4235,-4.1549,17.6471,33.984
ant_0939.png,2.83E-02,3.53E-02,6.19E-03,1.24E-03,5.3489,-3.4075,18.8959,46.9492
ant_0940.png,2.92E-02,3.54E-02,-4.36E-03,5.42E-04,4.6793,-1.0797,8.765,67.1595
ant_0941.png,2.99E-02,3.65E-02,9.84E-03,3.74E-05,5.4407,-4.1477,17.0139,32.2536
ant_0942.png,3.00E-02,3.78E-02,-1.27E-02,-7.79E-04,5.4776,-5.5021,19.9522,25.7313
ant_0943.png,2.75E-02,4.02E-02,-1.15E-02,4.28E-04,5.6061,-18.0895,44.3405,10.384
ant_0944.png,2.62E-02,4.03E-02,9.75E-03,-5.29E-04,5.6152,-13.8985,72.3885,10.6686
ant_0945.png,2.92E-02,3.59E-02,-4.95E-03,-1.14E-03,4.8654,-1.3482,10.2815,63.8068
ant_0946.png,2.72E-02,4.07E-02,-1.07E-02,-1.56E-03,5.5945,-18.4759,48.1534,11.6342
ant_0947.png,2.90E-02,3.38E-02,-2.26E-03,7.26E-04,3.0911,-0.4643,4.5518,77.4715
ant_0948.png,2.93E-02,3.58E-02,-1.63E-03,6.34E-04,0.774,-0.3289,3.6088,83.8031
ant_0949.png,2.65E-02,4.03E-02,8.23E-03,1.07E-03,5.5846,-11.619,54.6362,28.0513
ant_0950.png,2.78E-02,3.93E-02,-1.06E-02,-3.34E-04,5.5874,-13.6891,38.7284,14.7986
ant_0951.png,2.82E-02,3.66E-02,-3.93E-03,1.90E-04,4.803,-1.3333,10.9259,67.4854
ant_0952.png,3.11E-02,3.47E-02,-2.79E-03,-7.40E-04,2.1178,-0.3803,3.9563,80.7872
ant_0953.png,2.99E-02,3.52E-02,-1.01E-02,1.13E-03,5.4389,-4.6328,18.1055,29.7095
ant_0954.png,2.61E-02,3.45E-02,-1.09E-02,1.20E-03,5.5303,-9.1114,94.6693,-25.5513
ant_0955.png,2.92E-02,3.71E-02,2.01E-03,8.99E-04,1.6669,-0.4045,4.3384,82.4849
ant_0956.png,2.61E-02,3.92E-02,1.10E-02,3.96E-04,5.61,-12.2288,81.8162,-5.4363
ant_0957.png,2.66E-02,3.51E-02,-3.43E-03,-5.97E-04,5.1882,-2.3107,18.9173,66.4847
ant_0958.png,3.07E-02,3.86E-02,-7.34E-03,9.54E-04,4.9549,-1.6156,11.0572,58.2298
ant_0959.png,2.84E-02,3.79E-02,-1.07E-02,2.64E-04,5.5602,-10.4245,31.247,16.4801
ant_0960.png,2.68E-02,3.68E-02,9.77E-03,1.46E-03,5.5755,-24.052,56.5467,1.3431
ant_0961.png,3.10E-02,3.90E-02,-1.47E-03,2.42E-04,-0.7424,-0.3106,3.9442,92.2958
ant_0962.png,2.93E-02,3.62E-02,-1.24E-02,-6.19E-04,5.5221,-8.3858,24.5959,13.7471
ant_0963.png,2.66E-02,3.74E-02,9.11E-03,-1.89E-04,5.5805,-19.2491,57.337,9.1721
ant_0964.png,2.89E-02,4.08E-02,-1.26E-02,1.30E-03,5.5313,-7.9791,28.7665,25.277
ant_0965.png,2.63E-02,3.44E-02,-9.25E-03,8.14E-04,5.5311,-13.2547,76.7066,-6.9152
ant_0966.png,2.76E-02,3.80E-02,9.40E-03,2.15E-04,5.5701,-12.2923,37.8451,18.076
ant_0967.png,2.64E-02,3.55E-02,-4.01E-03,-2.17E-05,5.3228,-3.371,26.2805,62.5895
ant_0968.png,2.98E-02,4.06E-02,9.27E-03,1.54E-03,5.2908,-3.1966,17.6731,46.9538
ant_0969.png,2.91E-02,4.06E-02,-6.42E-03,-5.43E-05,5.0161,-1.9189,14.7492,63.7728
ant_0970.png,2.68E-02,3.58E-02,4.24E-03,-4.33E-04,5.3006,-3.0936,22.9122,60.6448
ant_0971.png,2.63E-02,3.38E-02,-1.43E-03,1.28E-03,4.0894,-0.6457,6.2255,76.493
ant_0972.png,2.98E-02,3.91E-02,-1.89E-03,1.23E-03,0.4875,-0.3717,4.4202,88.4049
ant_0973.png,3.10E-02,4.09E-02,-3.06E-03,7.96E-04,1.2717,-0.4602,5.7636,91.4007
ant_0974.png,2.97E-02,3.49E-02,9.11E-03,7.85E-04,5.4268,-4.1102,17.2422,33.3828
ant_0975.png,3.05E-02,3.93E-02,-1.06E-02,1.01E-03,5.3401,-3.4414,17.0041,41.5319
